record_id,cpse_name,local_material_code,description,category,supplied_unit,manufacturer,part_number,ground_truth_standard_material_id,ground_truth_standard_code,description_variant,hard_negative_standard_material_id,hard_negative_reason,synthetic_data_notice
SYN-REC-0074,Dakshin Steel Demo Works,LOC-FST-M12-72-G109-4,10.9 property class carbon steel hexagonal screw M12 72 mm,Fasteners,each,DemoForge Industries,DEMO-PN-015-4,SYN-CAN-015,SYN-FST-M12-72-G109,equivalent_terminology,SYN-CAN-017,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0075,Narmada Power Demo Limited,LOC-FST-M12-72-G109-5,Hex bolt M12 length 72 mm; verify grade 10.9,Fasteners,pcs,Synthetic Process Systems,DEMO-PN-015-5,SYN-CAN-015,SYN-FST-M12-72-G109,near_duplicate_dimension,SYN-CAN-017,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0076,Astra Petrochem Demo Corporation,LOC-FST-M12-84-G129-1,Hex Head Bolt M12 x 84 mm Grade 12.9,Fasteners,each,DemoForge Industries,DEMO-PN-016-1,SYN-CAN-016,SYN-FST-M12-84-G129,canonical_case,SYN-CAN-018,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0077,Bharat Thermal Demo Enterprise,LOC-FST-M12-84-G129-2,HEX BOLT M12 X 84MM CL 12.9,Fasteners,nos,Prototype Engineering Supply,DEMO-PN-016-2,SYN-CAN-016,SYN-FST-M12-84-G129,abbreviation_capitalization,SYN-CAN-018,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0078,Dakshin Steel Demo Works,LOC-FST-M12-84-G129-3,"bolt, hex-head; 84 mm; M12; grade-12.9",Fasteners,No.,Prototype Engineering Supply,DEMO-PN-016-3,SYN-CAN-016,SYN-FST-M12-84-G129,punctuation_reordered,SYN-CAN-018,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0079,Narmada Power Demo Limited,LOC-FST-M12-84-G129-4,12.9 property class carbon steel hexagonal screw M12 84 mm,Fasteners,each,DemoForge Industries,DEMO-PN-016-4,SYN-CAN-016,SYN-FST-M12-84-G129,equivalent_terminology,SYN-CAN-018,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0080,Vindhya Engineering Demo Services,LOC-FST-M12-84-G129-5,Hex bolt M12 length 84 mm; verify grade 12.9,Fasteners,pcs,Synthetic Process Systems,DEMO-PN-016-5,SYN-CAN-016,SYN-FST-M12-84-G129,near_duplicate_dimension,SYN-CAN-018,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0081,Bharat Thermal Demo Enterprise,LOC-FST-M14-56-G46-1,Hex Head Bolt M14 x 56 mm Grade 4.6,Fasteners,each,Prototype Engineering Supply,DEMO-PN-017-1,SYN-CAN-017,SYN-FST-M14-56-G46,canonical_case,SYN-CAN-019,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0082,Dakshin Steel Demo Works,LOC-FST-M14-56-G46-2,HEX BOLT M14 X 56MM CL 4.6,Fasteners,nos,Prototype Engineering Supply,DEMO-PN-017-2,SYN-CAN-017,SYN-FST-M14-56-G46,abbreviation_capitalization,SYN-CAN-019,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0083,Narmada Power Demo Limited,LOC-FST-M14-56-G46-3,"bolt, hex-head; 56 mm; M14; grade-4.6",Fasteners,No.,Synthetic Process Systems,DEMO-PN-017-3,SYN-CAN-017,SYN-FST-M14-56-G46,punctuation_reordered,SYN-CAN-019,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0084,Vindhya Engineering Demo Services,LOC-FST-M14-56-G46-4,4.6 property class carbon steel hexagonal screw M14 56 mm,Fasteners,each,Synthetic Process Systems,DEMO-PN-017-4,SYN-CAN-017,SYN-FST-M14-56-G46,equivalent_terminology,SYN-CAN-019,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0085,Astra Petrochem Demo Corporation,LOC-FST-M14-56-G46-5,Hex bolt M14 length 56 mm; verify grade 4.6,Fasteners,pcs,Synthetic Process Systems,DEMO-PN-017-5,SYN-CAN-017,SYN-FST-M14-56-G46,near_duplicate_dimension,SYN-CAN-019,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0086,Dakshin Steel Demo Works,LOC-FST-M14-70-G88-1,Hex Head Bolt M14 x 70 mm Grade 8.8,Fasteners,each,Prototype Engineering Supply,DEMO-PN-018-1,SYN-CAN-018,SYN-FST-M14-70-G88,canonical_case,SYN-CAN-020,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0087,Narmada Power Demo Limited,LOC-FST-M14-70-G88-2,HEX BOLT M14 X 70MM CL 8.8,Fasteners,nos,Synthetic Process Systems,DEMO-PN-018-2,SYN-CAN-018,SYN-FST-M14-70-G88,abbreviation_capitalization,SYN-CAN-020,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0088,Vindhya Engineering Demo Services,LOC-FST-M14-70-G88-3,"bolt, hex-head; 70 mm; M14; grade-8.8",Fasteners,No.,Synthetic Process Systems,DEMO-PN-018-3,SYN-CAN-018,SYN-FST-M14-70-G88,punctuation_reordered,SYN-CAN-020,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0089,Astra Petrochem Demo Corporation,LOC-FST-M14-70-G88-4,8.8 property class carbon steel hexagonal screw M14 70 mm,Fasteners,each,Synthetic Process Systems,DEMO-PN-018-4,SYN-CAN-018,SYN-FST-M14-70-G88,equivalent_terminology,SYN-CAN-020,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0090,Bharat Thermal Demo Enterprise,LOC-FST-M14-70-G88-5,Hex bolt M14 length 70 mm; verify grade 8.8,Fasteners,pcs,Prototype Engineering Supply,DEMO-PN-018-5,SYN-CAN-018,SYN-FST-M14-70-G88,near_duplicate_dimension,SYN-CAN-020,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0091,Narmada Power Demo Limited,LOC-FST-M14-84-G109-1,Hex Head Bolt M14 x 84 mm Grade 10.9,Fasteners,each,DemoForge Industries,DEMO-PN-019-1,SYN-CAN-019,SYN-FST-M14-84-G109,canonical_case,SYN-CAN-021,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0092,Vindhya Engineering Demo Services,LOC-FST-M14-84-G109-2,HEX BOLT M14 X 84MM CL 10.9,Fasteners,nos,DemoForge Industries,DEMO-PN-019-2,SYN-CAN-019,SYN-FST-M14-84-G109,abbreviation_capitalization,SYN-CAN-021,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0093,Astra Petrochem Demo Corporation,LOC-FST-M14-84-G109-3,"bolt, hex-head; 84 mm; M14; grade-10.9",Fasteners,No.,Synthetic Process Systems,DEMO-PN-019-3,SYN-CAN-019,SYN-FST-M14-84-G109,punctuation_reordered,SYN-CAN-021,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0094,Bharat Thermal Demo Enterprise,LOC-FST-M14-84-G109-4,10.9 property class carbon steel hexagonal screw M14 84 mm,Fasteners,each,Synthetic Process Systems,DEMO-PN-019-4,SYN-CAN-019,SYN-FST-M14-84-G109,equivalent_terminology,SYN-CAN-021,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0095,Dakshin Steel Demo Works,LOC-FST-M14-84-G109-5,Hex bolt M14 length 84 mm; verify grade 10.9,Fasteners,pcs,Prototype Engineering Supply,DEMO-PN-019-5,SYN-CAN-019,SYN-FST-M14-84-G109,near_duplicate_dimension,SYN-CAN-021,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0096,Vindhya Engineering Demo Services,LOC-FST-M14-98-G129-1,Hex Head Bolt M14 x 98 mm Grade 12.9,Fasteners,each,Prototype Engineering Supply,DEMO-PN-020-1,SYN-CAN-020,SYN-FST-M14-98-G129,canonical_case,SYN-CAN-022,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0097,Astra Petrochem Demo Corporation,LOC-FST-M14-98-G129-2,HEX BOLT M14 X 98MM CL 12.9,Fasteners,nos,Prototype Engineering Supply,DEMO-PN-020-2,SYN-CAN-020,SYN-FST-M14-98-G129,abbreviation_capitalization,SYN-CAN-022,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0098,Bharat Thermal Demo Enterprise,LOC-FST-M14-98-G129-3,"bolt, hex-head; 98 mm; M14; grade-12.9",Fasteners,No.,Synthetic Process Systems,DEMO-PN-020-3,SYN-CAN-020,SYN-FST-M14-98-G129,punctuation_reordered,SYN-CAN-022,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0099,Dakshin Steel Demo Works,LOC-FST-M14-98-G129-4,12.9 property class carbon steel hexagonal screw M14 98 mm,Fasteners,each,Prototype Engineering Supply,DEMO-PN-020-4,SYN-CAN-020,SYN-FST-M14-98-G129,equivalent_terminology,SYN-CAN-022,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0100,Narmada Power Demo Limited,LOC-FST-M14-98-G129-5,Hex bolt M14 length 98 mm; verify grade 12.9,Fasteners,pcs,Prototype Engineering Supply,DEMO-PN-020-5,SYN-CAN-020,SYN-FST-M14-98-G129,near_duplicate_dimension,SYN-CAN-022,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0101,Astra Petrochem Demo Corporation,LOC-FST-M16-64-G46-1,Hex Head Bolt M16 x 64 mm Grade 4.6,Fasteners,each,DemoForge Industries,DEMO-PN-021-1,SYN-CAN-021,SYN-FST-M16-64-G46,canonical_case,SYN-CAN-023,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0102,Bharat Thermal Demo Enterprise,LOC-FST-M16-64-G46-2,HEX BOLT M16 X 64MM CL 4.6,Fasteners,nos,Prototype Engineering Supply,DEMO-PN-021-2,SYN-CAN-021,SYN-FST-M16-64-G46,abbreviation_capitalization,SYN-CAN-023,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0103,Dakshin Steel Demo Works,LOC-FST-M16-64-G46-3,"bolt, hex-head; 64 mm; M16; grade-4.6",Fasteners,No.,Synthetic Process Systems,DEMO-PN-021-3,SYN-CAN-021,SYN-FST-M16-64-G46,punctuation_reordered,SYN-CAN-023,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0104,Narmada Power Demo Limited,LOC-FST-M16-64-G46-4,4.6 property class carbon steel hexagonal screw M16 64 mm,Fasteners,each,Synthetic Process Systems,DEMO-PN-021-4,SYN-CAN-021,SYN-FST-M16-64-G46,equivalent_terminology,SYN-CAN-023,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0105,Vindhya Engineering Demo Services,LOC-FST-M16-64-G46-5,Hex bolt M16 length 64 mm; verify grade 4.6,Fasteners,pcs,Prototype Engineering Supply,DEMO-PN-021-5,SYN-CAN-021,SYN-FST-M16-64-G46,near_duplicate_dimension,SYN-CAN-023,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0106,Bharat Thermal Demo Enterprise,LOC-FST-M16-80-G88-1,Hex Head Bolt M16 x 80 mm Grade 8.8,Fasteners,each,Prototype Engineering Supply,DEMO-PN-022-1,SYN-CAN-022,SYN-FST-M16-80-G88,canonical_case,SYN-CAN-024,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0107,Dakshin Steel Demo Works,LOC-FST-M16-80-G88-2,HEX BOLT M16 X 80MM CL 8.8,Fasteners,nos,Synthetic Process Systems,DEMO-PN-022-2,SYN-CAN-022,SYN-FST-M16-80-G88,abbreviation_capitalization,SYN-CAN-024,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0108,Narmada Power Demo Limited,LOC-FST-M16-80-G88-3,"bolt, hex-head; 80 mm; M16; grade-8.8",Fasteners,No.,Prototype Engineering Supply,DEMO-PN-022-3,SYN-CAN-022,SYN-FST-M16-80-G88,punctuation_reordered,SYN-CAN-024,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0109,Vindhya Engineering Demo Services,LOC-FST-M16-80-G88-4,8.8 property class carbon steel hexagonal screw M16 80 mm,Fasteners,each,DemoForge Industries,DEMO-PN-022-4,SYN-CAN-022,SYN-FST-M16-80-G88,equivalent_terminology,SYN-CAN-024,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0110,Astra Petrochem Demo Corporation,LOC-FST-M16-80-G88-5,Hex bolt M16 length 80 mm; verify grade 8.8,Fasteners,pcs,Prototype Engineering Supply,DEMO-PN-022-5,SYN-CAN-022,SYN-FST-M16-80-G88,near_duplicate_dimension,SYN-CAN-024,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0111,Dakshin Steel Demo Works,LOC-FST-M16-96-G109-1,Hex Head Bolt M16 x 96 mm Grade 10.9,Fasteners,each,Prototype Engineering Supply,DEMO-PN-023-1,SYN-CAN-023,SYN-FST-M16-96-G109,canonical_case,SYN-CAN-025,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0112,Narmada Power Demo Limited,LOC-FST-M16-96-G109-2,HEX BOLT M16 X 96MM CL 10.9,Fasteners,nos,DemoForge Industries,DEMO-PN-023-2,SYN-CAN-023,SYN-FST-M16-96-G109,abbreviation_capitalization,SYN-CAN-025,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0113,Vindhya Engineering Demo Services,LOC-FST-M16-96-G109-3,"bolt, hex-head; 96 mm; M16; grade-10.9",Fasteners,No.,Synthetic Process Systems,DEMO-PN-023-3,SYN-CAN-023,SYN-FST-M16-96-G109,punctuation_reordered,SYN-CAN-025,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0114,Astra Petrochem Demo Corporation,LOC-FST-M16-96-G109-4,10.9 property class carbon steel hexagonal screw M16 96 mm,Fasteners,each,Synthetic Process Systems,DEMO-PN-023-4,SYN-CAN-023,SYN-FST-M16-96-G109,equivalent_terminology,SYN-CAN-025,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0115,Bharat Thermal Demo Enterprise,LOC-FST-M16-96-G109-5,Hex bolt M16 length 96 mm; verify grade 10.9,Fasteners,pcs,Synthetic Process Systems,DEMO-PN-023-5,SYN-CAN-023,SYN-FST-M16-96-G109,near_duplicate_dimension,SYN-CAN-025,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0116,Narmada Power Demo Limited,LOC-FST-M16-112-G129-1,Hex Head Bolt M16 x 112 mm Grade 12.9,Fasteners,each,DemoForge Industries,DEMO-PN-024-1,SYN-CAN-024,SYN-FST-M16-112-G129,canonical_case,SYN-CAN-026,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0117,Vindhya Engineering Demo Services,LOC-FST-M16-112-G129-2,HEX BOLT M16 X 112MM CL 12.9,Fasteners,nos,Prototype Engineering Supply,DEMO-PN-024-2,SYN-CAN-024,SYN-FST-M16-112-G129,abbreviation_capitalization,SYN-CAN-026,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0118,Astra Petrochem Demo Corporation,LOC-FST-M16-112-G129-3,"bolt, hex-head; 112 mm; M16; grade-12.9",Fasteners,No.,Synthetic Process Systems,DEMO-PN-024-3,SYN-CAN-024,SYN-FST-M16-112-G129,punctuation_reordered,SYN-CAN-026,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0119,Bharat Thermal Demo Enterprise,LOC-FST-M16-112-G129-4,12.9 property class carbon steel hexagonal screw M16 112 mm,Fasteners,each,Synthetic Process Systems,DEMO-PN-024-4,SYN-CAN-024,SYN-FST-M16-112-G129,equivalent_terminology,SYN-CAN-026,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0120,Dakshin Steel Demo Works,LOC-FST-M16-112-G129-5,Hex bolt M16 length 112 mm; verify grade 12.9,Fasteners,pcs,Prototype Engineering Supply,DEMO-PN-024-5,SYN-CAN-024,SYN-FST-M16-112-G129,near_duplicate_dimension,SYN-CAN-026,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0121,Vindhya Engineering Demo Services,LOC-FST-M18-72-G46-1,Hex Head Bolt M18 x 72 mm Grade 4.6,Fasteners,each,Prototype Engineering Supply,DEMO-PN-025-1,SYN-CAN-025,SYN-FST-M18-72-G46,canonical_case,SYN-CAN-027,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0122,Astra Petrochem Demo Corporation,LOC-FST-M18-72-G46-2,HEX BOLT M18 X 72MM CL 4.6,Fasteners,nos,Synthetic Process Systems,DEMO-PN-025-2,SYN-CAN-025,SYN-FST-M18-72-G46,abbreviation_capitalization,SYN-CAN-027,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0123,Bharat Thermal Demo Enterprise,LOC-FST-M18-72-G46-3,"bolt, hex-head; 72 mm; M18; grade-4.6",Fasteners,No.,Prototype Engineering Supply,DEMO-PN-025-3,SYN-CAN-025,SYN-FST-M18-72-G46,punctuation_reordered,SYN-CAN-027,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0124,Dakshin Steel Demo Works,LOC-FST-M18-72-G46-4,4.6 property class carbon steel hexagonal screw M18 72 mm,Fasteners,each,Synthetic Process Systems,DEMO-PN-025-4,SYN-CAN-025,SYN-FST-M18-72-G46,equivalent_terminology,SYN-CAN-027,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0125,Narmada Power Demo Limited,LOC-FST-M18-72-G46-5,Hex bolt M18 length 72 mm; verify grade 4.6,Fasteners,pcs,Prototype Engineering Supply,DEMO-PN-025-5,SYN-CAN-025,SYN-FST-M18-72-G46,near_duplicate_dimension,SYN-CAN-027,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0126,Astra Petrochem Demo Corporation,LOC-FST-M18-90-G88-1,Hex Head Bolt M18 x 90 mm Grade 8.8,Fasteners,each,DemoForge Industries,DEMO-PN-026-1,SYN-CAN-026,SYN-FST-M18-90-G88,canonical_case,SYN-CAN-028,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0127,Bharat Thermal Demo Enterprise,LOC-FST-M18-90-G88-2,HEX BOLT M18 X 90MM CL 8.8,Fasteners,nos,DemoForge Industries,DEMO-PN-026-2,SYN-CAN-026,SYN-FST-M18-90-G88,abbreviation_capitalization,SYN-CAN-028,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0128,Dakshin Steel Demo Works,LOC-FST-M18-90-G88-3,"bolt, hex-head; 90 mm; M18; grade-8.8",Fasteners,No.,DemoForge Industries,DEMO-PN-026-3,SYN-CAN-026,SYN-FST-M18-90-G88,punctuation_reordered,SYN-CAN-028,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0129,Narmada Power Demo Limited,LOC-FST-M18-90-G88-4,8.8 property class carbon steel hexagonal screw M18 90 mm,Fasteners,each,Prototype Engineering Supply,DEMO-PN-026-4,SYN-CAN-026,SYN-FST-M18-90-G88,equivalent_terminology,SYN-CAN-028,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0130,Vindhya Engineering Demo Services,LOC-FST-M18-90-G88-5,Hex bolt M18 length 90 mm; verify grade 8.8,Fasteners,pcs,DemoForge Industries,DEMO-PN-026-5,SYN-CAN-026,SYN-FST-M18-90-G88,near_duplicate_dimension,SYN-CAN-028,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0131,Bharat Thermal Demo Enterprise,LOC-FST-M18-108-G109-1,Hex Head Bolt M18 x 108 mm Grade 10.9,Fasteners,each,Prototype Engineering Supply,DEMO-PN-027-1,SYN-CAN-027,SYN-FST-M18-108-G109,canonical_case,SYN-CAN-029,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0132,Dakshin Steel Demo Works,LOC-FST-M18-108-G109-2,HEX BOLT M18 X 108MM CL 10.9,Fasteners,nos,Synthetic Process Systems,DEMO-PN-027-2,SYN-CAN-027,SYN-FST-M18-108-G109,abbreviation_capitalization,SYN-CAN-029,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0133,Narmada Power Demo Limited,LOC-FST-M18-108-G109-3,"bolt, hex-head; 108 mm; M18; grade-10.9",Fasteners,No.,Synthetic Process Systems,DEMO-PN-027-3,SYN-CAN-027,SYN-FST-M18-108-G109,punctuation_reordered,SYN-CAN-029,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0134,Vindhya Engineering Demo Services,LOC-FST-M18-108-G109-4,10.9 property class carbon steel hexagonal screw M18 108 mm,Fasteners,each,DemoForge Industries,DEMO-PN-027-4,SYN-CAN-027,SYN-FST-M18-108-G109,equivalent_terminology,SYN-CAN-029,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
